Price,Close,High,Low,Open,Volume
Ticker,VNQ,VNQ,VNQ,VNQ,VNQ
Date,,,,,
2004-09-29,20.449886322021484,20.507319615927695,20.44578472633395,20.449886322021484,205800
2004-09-30,20.613981246948242,20.646800276701136,20.507322530046284,20.511424126316662,27900
2004-10-01,20.9954833984375,21.024199252712883,20.61397097461117,20.654993176462664,129800
2004-10-04,21.085737228393555,21.14727054024072,21.08163406866559,21.08163406866559,8100
2004-10-05,21.081636428833008,21.126761801511034,21.06522691787789,21.085739589020335,11900
2004-10-06,21.180095672607422,21.180095672607422,21.122663939012288,21.12676553502735,9300
2004-10-07,20.96266746520996,21.188294303235967,20.96266746520996,21.188294303235967,7900
2004-10-08,21.065231323242188,21.155482087472347,21.024209102172527,21.155482087472347,16400
2004-10-11,20.983179092407227,21.12675837775361,20.96266642458902,21.12675837775361,4500
2004-10-12,21.05292510986328,21.05292510986328,20.921652123690745,21.003698131272937,3600
2004-10-13,21.106246948242188,21.159577066929998,21.106246948242188,21.147269153450154,2500
2004-10-14,21.270343780517578,21.274446941220038,21.106253345056906,21.106253345056906,19200
2004-10-15,21.48776626586914,21.48776626586914,21.36469804604392,21.372901237787925,9800
2004-10-18,21.602632522583008,21.660064261601704,21.450848417333955,21.475461125543383,4000
2004-10-19,21.48776626586914,21.742107462160906,21.48776626586914,21.660061460644986,6200
2004-10-20,21.38520050048828,21.454938556370173,21.184187956370046,21.454938556370173,5500
2004-10-21,21.602632522583008,21.602632522583008,21.34418813210136,21.34418813210136,7400
2004-10-22,21.430330276489258,21.701080932270806,21.430330276489258,21.598523841976327,69900
2004-10-25,21.32777214050293,21.41391971655123,21.253930913919547,21.41391971655123,14000
2004-10-26,21.52878761291504,21.52878761291504,21.34008291249337,21.38520828974578,9000
2004-10-27,21.783130645751953,21.783130645751953,21.635449714355854,21.684676691487887,9100
2004-10-28,21.795434951782227,21.844661920756398,21.729798471517622,21.746206417910926,12800
2004-10-29,21.783130645751953,21.91850678898678,21.73390366861992,21.91850678898678,50200
